Geneid	Chr	Start	End	Strand	Length	Name	Gene	Note	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A9.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A10.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A11.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A12.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B9.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B10.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B11.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B12.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C9.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C10.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C11.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C12.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D9.bam
CR_03120W_A	Ca22chrRA_C_albicans_SC5314	708144	709112	+	969	CR_03120W_A	NA	%28orf19.2414%29%20Ortholog%20of%20S.%20cerevisiae%20Mpm1%3B%20a%20mitochondrial%20intermembrane%20space%20protein%20of%20unknown%20function%3B%20Hap43-repressed%3B%20Spider%20biofilm%20induced	0	0	0	286	277	340	648	690	700	277	222	249	939	1007	974	0	0	340	742	813	945	377	379	352	1735	1303	1558	682	524	596	0	0	0	1257	1188	1406	686	1066	670	1049	1194	1013	706	594	570
CR_03130W_A	Ca22chrRA_C_albicans_SC5314	709559	709993	+	435	CR_03130W_A	NA	%28orf19.2412%29%20Ortholog%28s%29%20have%20role%20in%20late%20endosome%20to%20vacuole%20transport%20via%20multivesicular%20body%20sorting%20pathway%20and%20Vps55%2FVps68%20complex%2C%20late%20endosome%20localization	0	0	0	213	188	197	254	364	317	210	175	221	304	366	296	0	0	197	264	246	298	320	284	248	383	341	331	314	269	274	0	0	0	376	351	358	390	661	432	413	386	416	398	379	378
CR_03140C_A	Ca22chrRA_C_albicans_SC5314	710184	710984	-	801	CR_03140C_A	SYN8	%28orf19.2411%29%20Putative%20endosomal%20SNARE%3B%20role%20in%20protein%20transport%3B%20rat%20catheter%20and%20Spider%20biofilm%20induced	0	0	0	195	137	163	204	263	248	130	103	126	182	196	177	0	0	163	208	240	284	265	285	254	307	287	256	221	260	212	0	0	0	243	252	291	296	462	284	316	298	307	349	305	372
CR_03150W_A	Ca22chrRA_C_albicans_SC5314	711420	714107	+	2688	CR_03150W_A	SYS3	%28orf19.2410%29%20Protein%20similar%20to%20S.%20cerevisiae%20Sys3p%3B%20putative%20role%20in%20endosome-Golgi%20vesicle%20docking%3B%20upregulated%20in%20biofilm%3B%20induced%20upon%20adherence%20to%20polystyrene	0	0	0	816	782	724	953	1083	1100	676	699	828	1028	1031	963	0	0	724	1237	1112	1200	1342	1231	1258	1041	1131	1050	1057	1141	1145	0	0	0	1047	1010	903	1101	1809	1223	1108	1100	1200	1411	1325	1222
CR_03160W_A	Ca22chrRA_C_albicans_SC5314	714284	715111	+	828	CR_03160W_A	NA	%28orf19.2408%29%20Ortholog%28s%29%20have%20tRNA%20methyltransferase%20activity%20and%20role%20in%20tRNA%20methylation%2C%20wybutosine%20biosynthetic%20process	0	0	0	250	247	232	254	302	240	289	261	310	243	254	260	0	0	232	396	404	460	296	357	332	465	484	467	342	311	287	0	0	0	363	384	332	293	519	371	441	449	429	381	336	325
CR_03170W_A	Ca22chrRA_C_albicans_SC5314	715385	717121	+	1737	CR_03170W_A	DPS1-1	%28orf19.2407%29%20Putative%20tRNA-Asp%20synthetase%3B%20genes%20encoding%20ribosomal%20subunits%2C%20translation%20factors%2C%20tRNA%20synthetases%20are%20downregulated%20upon%20phagocytosis%20by%20murine%20macrophage%3B%20protein%20enriched%20in%20stationary%20phase%20yeast%20cultures	0	0	0	4702	4185	4251	3621	4011	4272	4289	3990	4461	4087	4210	3841	0	0	4251	2281	2487	2346	3656	3274	3383	2491	2520	2342	3478	3150	3407	0	0	0	2320	2187	2363	3019	5004	3269	1633	1619	1726	2505	2206	2186
CR_03180W_A	Ca22chrRA_C_albicans_SC5314	717480	718601	+	1122	CR_03180W_A	NA	%28orf19.2406%29%20Ortholog%28s%29%20have%20GTP%20binding%2C%20GTPase%20activity	0	0	0	988	924	896	794	824	812	805	803	920	830	824	791	0	0	896	918	876	1110	1006	1026	980	998	1065	982	1037	883	1030	0	0	0	586	589	574	800	1232	768	729	653	680	776	787	777
CR_03190C_A	Ca22chrRA_C_albicans_SC5314	718810	719053	-	244	CR_03190C_A	NA	%28SNRNAU1%29%20Highly%20conserved%20U1%20small%20nuclear%20RNA%20involved%20in%20splicing%3B%20ortholog%20of%20S.%20cerevisiae%20SNR19	0	0	0	4	0	1	2	2	2	1	1	1	0	3	2	0	0	1	8	11	4	5	9	7	3	3	4	7	3	5	0	0	0	10	0	5	0	2	0	8	7	4	16	14	19
CR_03200C_A	Ca22chrRA_C_albicans_SC5314	719189	721528	-	2340	CR_03200C_A	NA	%28orf19.2404%29%20Ortholog%28s%29%20have%20ribonuclease%20MRP%20activity%2C%20ribonuclease%20P%20activity%2C%20tRNA%20binding%20activity	0	0	0	1335	1224	1127	866	936	883	1153	1105	1228	917	868	823	0	0	1127	1047	937	1006	1126	1040	1151	920	1040	933	1114	974	1038	0	0	0	687	719	606	871	1363	981	778	685	779	968	943	900
CR_03210C_A	Ca22chrRA_C_albicans_SC5314	721748	722428	-	681	CR_03210C_A	SSU72	%28orf19.2402%29%20Ortholog%28s%29%20have%20RNA%20polymerase%20II%20CTD%20heptapeptide%20repeat%20phosphatase%20activity%2C%20protein%20tyrosine%20phosphatase%20activity	0	0	0	721	672	611	626	721	603	603	528	608	548	524	546	0	0	611	869	803	843	747	810	701	823	874	770	716	677	700	0	0	0	669	652	630	611	1040	663	797	815	802	687	726	713
CR_03220C_A	Ca22chrRA_C_albicans_SC5314	722592	723932	-	1341	CR_03220C_A	NA	%28orf19.2401%29%20Ortholog%28s%29%20have%20Atg8-specific%20protease%20activity	0	0	0	121	98	138	263	327	374	110	118	142	279	270	249	0	0	138	209	229	231	319	286	340	247	287	274	293	264	289	0	0	0	241	182	189	289	494	317	205	188	231	306	278	278
CR_03230W_A	Ca22chrRA_C_albicans_SC5314	724231	726348	+	2118	CR_03230W_A	NA	%28orf19.2400%29%20Ortholog%28s%29%20have%20role%20in%20mRNA%20splicing%2C%20via%20spliceosome%2C%20maturation%20of%20SSU-rRNA%2C%20positive%20regulation%20of%20ATPase%20activity%2C%20positive%20regulation%20of%20helicase%20activity	0	0	0	792	743	732	691	767	693	780	725	766	807	774	807	0	0	732	667	610	669	878	817	869	649	717	618	798	799	841	0	0	0	565	590	535	777	1362	868	585	515	652	840	803	756
CR_03240C_A	Ca22chrRA_C_albicans_SC5314	726435	728183	-	1749	CR_03240C_A	NA	%28orf19.2399%29%20Putative%20transcription%20factor%20with%20zinc%20finger%20DNA-binding%20motif%3B%20similar%20to%20bacterial%20DnaJ%3B%20induced%20in%20low%20iron	0	0	0	253	210	226	203	240	229	257	211	268	285	277	261	0	0	226	256	232	248	336	313	285	255	307	265	328	302	367	0	0	0	279	288	229	375	583	398	325	290	293	371	362	385
CR_03250C_A	Ca22chrRA_C_albicans_SC5314	728528	729391	-	864	CR_03250C_A	NA	%28orf19.2398%29%20Protein%20of%20unknown%20function%3B%20Hap43-repressed%3B%20transcript%20increased%20in%20azole-resistant%20strain%20overexpressing%20CDR1%20and%20CDR2%3B%20possibly%20regulated%20by%20Tac1%3B%20induced%20by%20Mnl1%20in%20weak%20acid%20stress%3B%20flow%20model%20biofilm%20induced%3B%20Spider%20biofilm%20induced	0	0	0	322	324	317	361	415	338	250	231	285	219	237	212	0	0	317	2645	3052	3571	637	741	656	4181	3073	4015	1037	530	578	0	0	0	5788	5240	5829	1481	2034	1176	6483	6014	5456	1999	2126	1874
CR_03260W_A	Ca22chrRA_C_albicans_SC5314	731819	732900	+	1082	CR_03260W_A	NA	%28orf19.2397.3%29%20Putative%20aminotransferase%3B%20Hap43-repressed%3B%20homozygous%20Tn%20insertion%20decreases%20colony%20wrinkling%20in%20filament-inducing%20conditions%2C%20does%20not%20block%20true%20hypha%20formation%20in%20liquid%20media%3B%20rat%20catheter%20and%20Spider%20biofilm%20induced	0	0	0	205	202	192	302	364	280	195	159	189	207	265	252	0	0	192	1901	1905	2060	534	473	504	2461	1759	2133	622	408	451	0	0	0	2937	2613	2963	875	1196	878	3015	3404	2874	1306	1264	1245
CR_03270W_A	Ca22chrRA_C_albicans_SC5314	734584	736089	+	1506	CR_03270W_A	NA	%28orf19.2397%29%20Predicted%20membrane%20transporter%2C%20member%20of%20the%20anion%3Acation%20symporter%20%28ACS%29%20family%2C%20major%20facilitator%20superfamily%20%28MFS%29%3B%20amphotericin%20B%2C%20caspofungin%20repressed%3B%20Hap43p-repressed	0	0	0	491	465	394	735	766	644	392	404	448	448	538	433	0	0	394	269	393	309	927	918	977	406	333	348	567	495	544	0	0	0	837	816	885	710	1104	870	818	910	709	791	676	726
CR_03280W_A	Ca22chrRA_C_albicans_SC5314	737211	738287	+	1077	CR_03280W_A	IFR2	%28orf19.2396%29%20Zinc-binding%20dehydrogenase%3B%20induced%20by%20benomyl%2C%20ciclopirox%20olamine%2C%20alpha%20pheromone%2C%20Hap43%3B%20regulated%20by%20oxidative%20stress%20via%20Cap1%2C%20osmotic%20stress%20via%20Hog1%3B%20protein%20present%20in%20exponential%20and%20stationary%20phase%3B%20rat%20catheter%20biofilm%20repressed	0	0	0	1274	1143	1254	1385	1725	1601	1062	1015	1019	1724	1971	1728	0	0	1254	505	530	457	705	686	553	597	572	713	944	856	939	0	0	0	762	732	767	1176	2166	1226	674	768	911	958	865	861
CR_03290C_A	Ca22chrRA_C_albicans_SC5314	738489	740051	-	1563	CR_03290C_A	IME2	%28orf19.2395%29%20Putative%20serine%2Fthreonine%20protein%20kinase%3B%20mutation%20confers%20hypersensitivity%20to%20amphotericin%20B	0	0	0	40	25	42	46	60	64	23	22	22	67	52	66	0	0	42	54	48	42	81	84	86	51	71	78	111	88	104	0	0	0	27	18	31	55	125	67	40	17	25	63	64	62
CR_03300C_A	Ca22chrRA_C_albicans_SC5314	740776	741861	-	1086	CR_03300C_A	NA	%28orf19.2394%29%20Ortholog%28s%29%20have%20aldehyde%20dehydrogenase%20%28NAD%29%20activity%2C%20role%20in%20response%20to%20furfural%20and%20intracellular%20localization	0	0	0	4	2	0	43	24	29	3	4	1	21	16	19	0	0	0	3	6	9	27	31	25	3	10	6	37	35	38	0	0	0	79	5	42	37	33	11	0	4	5	13	10	18
CR_03310C_A	Ca22chrRA_C_albicans_SC5314	742230	743781	-	1552	CR_03310C_A	NA	%28orf19.2393%29%20Putative%20transcription%20factor%20with%20zinc%20finger%20DNA-binding%20motif	0	0	0	1057	979	922	801	871	828	898	763	829	842	768	752	0	0	922	1088	1239	1249	1060	1068	962	1258	1138	1161	992	831	872	0	0	0	1137	1164	984	1121	1928	1230	1240	1199	1323	1137	1116	1139
CR_03320C_A	Ca22chrRA_C_albicans_SC5314	743131	743781	-	651	CR_03320C_A	NA	%28orf19.2392%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_28460%2C%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2B00704g%2C%20Pichia%20stipitis%20Pignal%20%3A%20PICST_43964%20and%20Spathaspora%20passalidarum%20NRRL%20Y-27907%20%3A%20spas_CGOB_00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR_03330W_A	Ca22chrRA_C_albicans_SC5314	744085	745158	+	1074	CR_03330W_A	NA	%28orf19.2391%29%20Putative%20protein%20of%20unknown%20function%3B%20Hap43p-repressed%20gene%3B%20S.%20cerevisiae%20ortholog%20YKR023W%20localizes%20to%20mitochondria	0	0	0	315	251	261	298	336	367	247	219	225	323	347	331	0	1	261	208	214	196	275	326	312	254	267	251	310	278	310	0	0	0	278	227	231	389	583	384	238	254	329	331	306	305
CR_03340C_A	Ca22chrRA_C_albicans_SC5314	745188	746252	-	1065	CR_03340C_A	NA	%28orf19.2389%29%20Ortholog%28s%29%20have%20DNA%20replication%20origin%20binding%2C%20single-stranded%20DNA%20binding%20activity	0	0	0	389	334	297	489	563	590	336	286	345	675	622	612	0	0	297	266	252	284	515	517	548	387	449	347	632	568	633	0	0	0	168	186	196	403	629	377	177	168	218	310	300	285
CR_03350C_A	Ca22chrRA_C_albicans_SC5314	746467	748209	-	1743	CR_03350C_A	NA	%28orf19.2387%29%20Putative%20tRNA-Pro%20synthetase%3B%20genes%20encoding%20ribosomal%20subunits%2C%20translation%20factors%2C%20and%20tRNA%20synthetases%20are%20downregulated%20upon%20phagocytosis%20by%20murine%20macrophage	0	0	0	1546	1581	1414	1292	1432	1492	1407	1165	1485	1514	1507	1415	0	0	1414	1212	1058	1290	1554	1559	1547	1204	1228	1108	1360	1274	1356	0	0	1	979	867	894	996	1725	1287	807	711	765	1051	947	927
CR_03360W_A	Ca22chrRA_C_albicans_SC5314	748450	749193	+	744	CR_03360W_A	NA	%28orf19.2386%29%20Ortholog%28s%29%20have%20role%20in%20endonucleolytic%20cleavage%20in%205%27-ETS%20of%20tricistronic%20rRNA%20transcript%20%28SSU-rRNA%2C%205.8S%20rRNA%20and%20LSU-rRNA%29%2C%20more	1	0	0	1312	1253	1073	851	950	823	1263	1151	1270	966	850	806	0	0	1073	1337	1277	1539	1006	1045	1064	1362	1378	1323	1096	900	920	0	0	0	1183	1214	1172	1038	1752	1135	1360	1224	1181	1070	955	1051
CR_03370C_A	Ca22chrRA_C_albicans_SC5314	749202	750068	-	867	CR_03370C_A	KTI12	%28orf19.2385%29%20Protein%20similar%20to%20S.%20cerevisiae%20Kti12p%2C%20which%20associates%20with%20Elongator%20complex%3B%20has%20a%20role%20in%20resistance%20to%20killer%20toxin%3B%20predicted%20Kex2p%20substrate%3B%20Hap43p-induced%20gene	0	0	0	1111	995	890	717	741	788	1070	898	1036	819	781	674	0	0	890	815	779	863	974	1033	867	662	728	668	874	833	817	0	0	0	649	647	657	866	1437	941	616	621	638	808	716	724
CR_03380W_A	Ca22chrRA_C_albicans_SC5314	750308	751414	+	1107	CR_03380W_A	MTG1	%28orf19.2384%29%20Putative%20mitochondrial%20GTPase%3B%20likely%20essential%20for%20respiratory%20competence%20and%20in%20large%20ribosomal%20subunit%20assembly%3B%20mitochondrial%20translation%3B%20Spider%20biofilm%20induced	0	0	0	834	779	785	641	694	622	673	588	686	655	698	641	0	0	785	690	690	675	825	856	769	694	646	603	696	685	644	0	0	0	544	544	439	628	1170	728	621	543	639	707	682	665
CR_03390C_A	Ca22chrRA_C_albicans_SC5314	751411	753240	-	1830	CR_03390C_A	YKU80	%28orf19.2383%29%20Yku70p-Yku80p%20Ku%20complex%20subunit%20involved%20in%20nonhomologous%20end%20joining%20during%20double-strand%20break%20repair%20repair%3B%20Hap43-repressed%20gene%3B%20flow%20model%20biofilm%20induced	0	0	0	235	258	281	355	369	371	267	220	242	358	397	356	0	0	281	190	211	203	376	343	334	248	221	237	332	362	309	0	0	0	210	219	227	340	595	402	202	238	223	342	301	317
CR_03400W_A	Ca22chrRA_C_albicans_SC5314	753492	756413	+	2922	CR_03400W_A	NA	%28orf19.2382%29%20Protein%20similar%20to%20isoleucyl-tRNA%20synthetase%3B%20isoleucyl-tRNA%20synthetase%20is%20the%20target%20of%20drugs%20including%20the%20cyclic%20beta-amino%20acid%20icofungipen%2FPLD-118%2FBAY-10-8888%20and%20mupirocin	0	0	0	817	774	805	759	866	857	841	762	867	1082	1076	1052	0	0	805	439	496	484	749	704	746	602	617	575	793	790	802	0	0	0	534	469	598	554	1087	760	329	324	322	559	488	540
CR_03410W_A	Ca22chrRA_C_albicans_SC5314	756742	757680	+	939	CR_03410W_A	NA	%28orf19.2381%29%20Protein%20of%20unknown%20function%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method	0	0	0	156	155	135	176	197	179	175	157	172	211	171	201	0	0	135	250	247	267	176	205	170	453	404	399	244	262	221	0	0	0	514	491	488	356	594	331	582	530	472	377	353	337
CR_03420C_A	Ca22chrRA_C_albicans_SC5314	757726	759538	-	1813	CR_03420C_A	NOT4	%28orf19.2379%29%20Putative%20E3%20ubiquitin-protein%20ligase%3B%20required%20for%20maintenance%2C%20but%20not%20induction%2C%20of%20hyphal%20development%3B%20homozygous%20null%20mutant%20is%20avirulent%20in%20mouse%20systemic%20infection%20despite%20persistence%20in%20host%3B%20repressed%20in%20rat%20oral%20candidiasis	0	0	0	1188	1100	1153	1337	1486	1436	1116	958	1084	1295	1396	1298	0	0	1153	1128	1339	1416	1636	1631	1669	1306	1499	1474	1403	1368	1405	0	0	0	1153	1142	1096	1268	2105	1444	1309	1182	1267	1407	1395	1425
CR_03430W_A	Ca22chrRA_C_albicans_SC5314	759808	760161	+	354	CR_03430W_A	NA	%28orf19.2378%29%20Ortholog%28s%29%20have%20role%20in%20syncytium%20formation%20by%20plasma%20membrane%20fusion%2C%20vacuolar%20proton-transporting%20V-type%20ATPase%20complex%20assembly%20and%20integral%20component%20of%20endoplasmic%20reticulum%20membrane%20localization	0	0	0	209	209	189	195	200	216	239	205	202	245	223	210	0	0	189	184	183	178	231	234	203	174	195	211	212	247	236	0	0	0	205	210	184	287	468	284	211	211	217	254	210	248
CR_03440W_A	Ca22chrRA_C_albicans_SC5314	760304	761083	+	780	CR_03440W_A	NA	%28orf19.2376%29%20Ortholog%28s%29%20have%20DNA%205%27-adenosine%20monophosphate%20hydrolase%20activity%2C%20DNA-3%27-diphospho-5%27-guanosine%20diphosphatase%2C%20GMP%20binding%2C%20guanosine%20binding%20and%20mismatched%20DNA%20binding%2C%20more	0	0	0	177	127	125	130	182	156	141	117	122	164	174	178	0	0	125	124	133	128	192	211	164	157	119	147	190	220	165	0	0	0	71	86	65	98	247	129	81	62	64	131	98	103
CR_03450W_A	Ca22chrRA_C_albicans_SC5314	762146	763934	+	1789	CR_03450W_A	HXT5	%28orf19.4384%29%20Putative%20sugar%20transporter%3B%20induced%20by%20ciclopirox%20olamine%3B%20Snf3-induced%3B%20alkaline%20repressed%3B%20colony%20morphology-related%20gene%20regulation%20by%20Ssn6%3B%20possibly%20essential%20gene	0	0	0	261	258	282	164	228	177	109	59	85	126	155	174	0	0	282	36	119	78	47	70	43	86	89	105	67	69	62	0	0	0	17	28	22	7	13	18	18	17	23	6	10	4
CR_03460W_A	Ca22chrRA_C_albicans_SC5314	764417	765511	+	1095	CR_03460W_A	NA	%28orf19.4388%29%20Protein%20with%20a%20histone%20fold%20domain%3B%20similar%20to%20TAFII47%20proteins%20from%20S.%20cerevisiae%2C%20Danio%20rerio%2C%20Drosophila%20melanogaster%2C%20human%2C%20and%20mouse	0	0	0	577	626	554	892	974	975	554	519	619	863	922	904	0	0	554	907	890	927	1032	1077	1051	1005	1115	1037	996	1044	1001	0	0	0	661	788	659	843	1493	929	874	847	867	1074	945	997
CR_03470W_A	Ca22chrRA_C_albicans_SC5314	767511	769010	+	1500	CR_03470W_A	NA	%28orf19.4390%29%20Protein%20of%20unknown%20function%3B%20repressed%20by%20alpha%20pheromone%20in%20SpiderM%20medium%3B%20transcript%20induced%20by%20Mnl1%20under%20weak%20acid%20stress	0	0	0	416	416	445	1433	1664	1628	456	350	467	2213	2346	2244	0	0	445	595	670	681	1188	1182	1258	1026	1160	1071	1784	1918	2024	0	0	0	478	480	431	953	1849	1210	581	417	581	1090	994	934
CR_03480W_A	Ca22chrRA_C_albicans_SC5314	770493	772619	+	2127	CR_03480W_A	NA	%28orf19.4391%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_28730%2C%20Candida%20tropicalis%20MYA-3404%20%3A%20CTRG_00749%20and%20Candida%20albicans%20WO-1%20%3A%20CAWG_01683	0	0	0	60	60	58	76	56	79	44	33	44	62	75	80	0	0	58	105	76	105	111	142	119	97	80	127	85	83	116	0	0	0	267	231	226	301	569	358	176	168	165	257	237	267
CR_03490W_A	Ca22chrRA_C_albicans_SC5314	773209	775044	+	1836	CR_03490W_A	DEM1	%28orf19.4392%29%20Putative%20mitochondrial%20exonuclease%3B%20alpha-factor%20induced	0	0	0	449	441	475	860	996	959	448	413	464	951	1060	909	0	0	475	461	457	462	953	1045	1034	543	573	552	897	927	934	0	0	0	386	346	333	773	1270	930	405	310	398	793	693	724
CR_03500W_A	Ca22chrRA_C_albicans_SC5314	777835	779331	+	1497	CR_03500W_A	CIT1	%28orf19.4393%29%20Citrate%20synthase%3B%20induced%20by%20phagocytosis%3B%20induced%20in%20high%20iron%3B%20Hog1-repressed%3B%20Efg1-regulated%20under%20yeast%2C%20not%20hyphal%20growth%20conditions%3B%20present%20in%20exponential%20and%20stationary%20phase%3B%20Spider%20biofilm%20repressed%3B%20rat%20catheter%20biofilm%20induced	0	0	1	574	558	621	679	770	682	627	479	602	636	737	696	0	0	621	6946	8317	3622	4187	3932	2595	2822	1699	2801	2600	4684	4688	0	0	0	30581	29346	42012	20568	36257	21474	14631	18570	15714	18725	18031	17848
CR_03510W_A	Ca22chrRA_C_albicans_SC5314	780328	782037	+	1710	CR_03510W_A	NA	%28orf19.4394%29%20Protein%20of%20unknown%20function%3B%20induced%20by%20alpha%20pheromone%20in%20SpiderM%20medium	0	0	0	20	21	13	29	23	29	14	15	7	20	23	28	0	0	13	23	16	28	38	42	28	14	31	33	35	49	34	0	0	0	26	17	32	22	46	24	17	25	25	24	19	32
CR_03520C_A	Ca22chrRA_C_albicans_SC5314	782046	783887	-	1842	CR_03520C_A	NA	%28orf19.4395%29%20Putative%20actin%20cytoskeleton%20component%3B%20protein%20present%20in%20exponential%20and%20stationary%20growth%20phase%20yeast%20cultures	0	0	0	1289	1275	1267	1439	1706	1621	1105	973	1066	1687	1664	1528	0	0	1267	925	893	825	1497	1566	1518	1120	1040	1064	1300	1461	1462	0	0	0	1195	1045	1197	1487	2412	1622	851	843	1008	1323	1244	1240
CR_03530W_A	Ca22chrRA_C_albicans_SC5314	784375	786078	+	1704	CR_03530W_A	NA	%28orf19.4396%29%20Mitochondrial%20inner%20membrane%20protein%3B%20mammalian%20mitofilin%20domain%3B%20Spider%20biofilm%20repressed	0	0	0	2357	2292	2391	3657	4541	4611	2134	1921	2133	4032	4267	3954	0	0	2391	2734	2998	2759	4420	4208	4229	3216	2858	2960	4350	3904	4396	0	0	0	3815	3436	3991	3926	6862	4235	2359	2446	2554	3300	2937	3159
CR_03540W_A	Ca22chrRA_C_albicans_SC5314	786518	787492	+	975	CR_03540W_A	NA	%28orf19.4398%29%20Protein%20of%20unknown%20function%3B%20rat%20catheter%20biofilm%20induced	0	0	0	630	520	513	423	482	455	458	395	488	470	442	424	0	0	513	677	595	679	644	780	702	624	611	629	657	633	665	0	0	0	414	399	410	577	1014	658	502	433	478	602	595	563
CR_03550W_A	Ca22chrRA_C_albicans_SC5314	787654	789012	+	1359	CR_03550W_A	NCS2	%28orf19.4399%29%20Putative%20cytosolic%20thiouridylase%20subunit%3B%20Spider%20biofilm%20induced	0	0	0	1958	1778	1555	1076	1117	1043	1580	1420	1612	1082	1100	931	0	0	1555	1640	1517	1749	1429	1612	1462	1504	1475	1373	1427	1309	1312	0	0	0	1361	1344	1106	1485	2509	1699	1663	1354	1580	1624	1527	1493
CR_03560W_A	Ca22chrRA_C_albicans_SC5314	789311	790126	+	816	CR_03560W_A	NA	%28orf19.4400%29%20Has%20domain%28s%29%20with%20predicted%20role%20in%20anaphase-promoting%20complex-dependent%20catabolic%20process%2C%20regulation%20of%20mitotic%20metaphase%2Fanaphase%20transition%20and%20anaphase-promoting%20complex%20localization	0	0	0	235	242	222	350	408	340	243	215	269	411	372	332	0	0	222	276	314	273	478	445	434	348	335	345	445	441	388	0	0	0	216	211	242	370	655	380	271	214	265	395	350	358
CR_03570C_A	Ca22chrRA_C_albicans_SC5314	790132	791100	-	969	CR_03570C_A	YVH1	%28orf19.4401%29%20Putative%20dual%20specificity%20phosphatase%20%28phosphoserine%2Fthreonine%20and%20phosphotyrosine%20phosphatase%29%3B%20required%20for%20wild-type%20growth%20rate%20and%20for%20wild-type%20virulence%20in%20mouse%20model%20of%20systemic%20infection%3B%20Hap43p-induced%20gene	0	0	0	804	721	684	613	672	625	767	703	783	692	734	555	0	0	684	758	752	905	922	996	871	742	684	682	800	801	778	0	0	0	565	576	570	796	1383	858	635	622	625	820	738	767
CR_03580C_A	Ca22chrRA_C_albicans_SC5314	791587	792717	-	1131	CR_03580C_A	NA	%28orf19.4384.1%29%20Putative%20MFS%20transporter%3B%20predicted%20ORF%20in%20Assembly%2020%3B%20removed%20from%20Assembly%2021%3B%20restored%20based%20on%20conservation%20among%20several%20Candida%20species	0	0	0	458	481	491	299	361	223	150	62	102	248	307	359	0	0	491	93	251	115	86	93	100	233	136	163	133	125	112	0	0	0	48	78	56	24	29	13	44	24	36	10	14	8
