"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"Name"	"Gene"	"Note"	"CEC3609_2_TR_24"	"CEC3609_3_TR_3"	"NI_3_TR_3"	"CEC3609_3_TR_6"	"CEC3672_3_TR_3"	"CEC3609_1_TR_6"	"NI_2_TR_3"	"CEC3672_2_TR_24"	"CEC3609_2_FP_6"	"CEC3609_1_FP_6"	"CEC3672_1_FP_24"	"CEC3609_2_FP_3"	"NI_2_TR_6"	"CEC3609_1_TR_24"	"CEC3672_1_TR_3"	"CEC3609_2_TR_6"	"NI_1_TR_24"	"CEC3672_1_TR_6"	"CEC3672_1_FP_3"	"CEC3672_3_TR_6"	"CEC3672_2_TR_3"	"CEC3609_3_FP_3"	"CEC3672_3_FP_3"	"CEC3609_2_TR_3"	"CEC3672_1_FP_6"	"NI_2_TR_24"	"CEC3672_2_FP_3"	"CEC3609_1_TR_3"	"CEC3672_2_FP_24"	"CEC3672_2_FP_6"	"CEC3609_2_FP_24"	"CEC3609_1_FP_3"	"CEC3609_1_FP_24"	"CEC3672_1_TR_24"	"CEC3672_3_TR_24"	"NI_1_TR_6"	"NI_1_TR_3"	"CEC3672_3_FP_24"	"CEC3609_3_FP_6"	"CEC3672_2_TR_6"	"CEC3609_3_FP_24"	"CEC3672_3_FP_6"	"CEC3609_3_TR_24"	"NI_3_TR_24"
"CR_09780C_A"	"Ca22chrRA_C_albicans_SC5314"	2077962	2079998	"-"	2037	"CR_09780C_A"	"IFA14"	"%28orf19.7550%29%20Putative%20LPF%20family%20protein%3B%20Plc1-regulated%3B%20induced%20by%20alpha%20pheromone%20in%20SpiderM%20medium"	117	40	0	73	99	63	0	84	81	85	39	34	0	67	83	60	0	85	93	69	112	37	88	33	108	0	85	44	23	91	74	36	85	64	48	0	0	44	81	96	65	84	72	0
"CR_09790W_A"	"Ca22chrRA_C_albicans_SC5314"	2090643	2092316	"+"	1674	"CR_09790W_A"	"ALO1"	"%28orf19.7551%29%20D-Arabinono-1%2C4-lactone%20oxidase%20involved%20in%20biosynthesis%20of%20dehydro-D-arabinono-1%2C4-lactone%2C%20which%20has%20a%20protective%20role%20against%20oxidative%20damage%3B%20plasma%20membrane-localized%3Brequired%20for%20full%20virulence%20in%20a%20mouse%20model%20of%20systemic%20infection"	4405	3066	0	3314	3449	2969	1	6461	3619	3582	3805	2989	0	4447	3034	3226	0	2839	3422	2681	3230	3275	3296	3183	3175	0	3525	3415	3807	2999	4756	3206	4653	3798	4239	1	0	3702	3587	2649	4640	3097	4056	0
"CR_09800C_A"	"Ca22chrRA_C_albicans_SC5314"	2092517	2095135	"-"	2619	"CR_09800C_A"	NA	"%28orf19.7552%29%20Putative%20U3-containing%20small%20subunit%20processome%20complex%20protein%3B%20Hap43-induced%20gene%3B%20repressed%20in%20core%20stress%20response%3B%20Spider%20biofilm%20induced"	3183	4153	0	4262	3235	3940	0	5293	3788	3244	3271	4035	0	3264	3013	3872	0	3737	3278	3984	3343	4519	2828	4685	3550	0	3034	4901	3211	3178	3002	4675	3655	3114	3575	0	0	3178	2945	3812	3562	3532	2558	0
"CR_09810W_A"	"Ca22chrRA_C_albicans_SC5314"	2095754	2096467	"+"	714	"CR_09810W_A"	NA	"%28orf19.7553%29%20Protein%20of%20unknown%20function%3B%20rat%20catheter%20biofilm%20repressed"	187	242	0	210	353	182	0	452	293	243	197	224	0	211	320	187	0	420	437	400	415	270	379	235	347	0	381	260	214	324	152	247	135	259	286	0	0	185	249	354	153	326	196	0
"CR_09820C_A"	"Ca22chrRA_C_albicans_SC5314"	2096565	2097002	"-"	438	"CR_09820C_A"	NA	"%28orf19.7555%29%20Ortholog%20of%20Candida%20albicans%20WO-1%20%3A%20CAWG_02247"	17	21	0	25	29	9	0	23	34	34	16	21	0	8	26	27	0	48	31	64	44	24	26	26	44	0	33	33	9	35	4	26	8	6	14	0	0	12	24	31	10	36	13	0
"CR_09830W_A"	"Ca22chrRA_C_albicans_SC5314"	2096976	2098658	"+"	1683	"CR_09830W_A"	NA	"%28orf19.7554%29%20Transporter%3B%20similar%20to%20the%20Sit1%20siderophore%20transporter%3B%20induced%20by%20nitric%20oxide%20independent%20of%20Yhb1%3B%20repressed%20during%20chlamydospore%20formation%20in%20C.%20albicans%20and%20C.%20dubliniensis%3B%20rat%20catheter%20biofilm%20repressed"	550	470	0	482	705	486	0	1073	602	569	347	419	0	545	701	524	0	1552	645	1618	783	437	570	477	838	0	676	490	317	971	268	397	317	687	733	0	0	343	637	1633	336	861	413	0
"CR_09840C_A"	"Ca22chrRA_C_albicans_SC5314"	2098780	2099424	"-"	645	"CR_09840C_A"	NA	"%28orf19.7556%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_34965%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_200910%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_95984%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2E02926g"	296	309	0	390	416	328	0	740	436	455	483	288	0	264	427	389	0	551	440	556	427	320	436	289	496	0	413	332	435	543	299	315	281	448	475	0	0	448	372	539	261	590	242	0
"CR_09850C_A"	"Ca22chrRA_C_albicans_SC5314"	2100198	2100560	"-"	363	"CR_09850C_A"	"FGR46"	"%28orf19.7557%29%20Protein%20lacking%20an%20ortholog%20in%20S.%20cerevisiae%3B%20transposon%20mutation%20affects%20filamentous%20growth"	28	4	0	26	2	20	0	10	22	24	10	4	0	22	10	30	0	7	2	8	2	6	3	2	2	0	5	8	5	8	11	7	18	6	10	0	0	8	12	5	18	4	17	0
"CR_09860W_A"	"Ca22chrRA_C_albicans_SC5314"	2100701	2103163	"+"	2463	"CR_09860W_A"	"YTA6"	"%28orf19.7558%29%20Protein%20similar%20to%20S.%20cerevisiae%20Yta6p%20ATPase%20but%20ortholog%20of%20S.%20cervisiae%20Sap1%3B%20transposon%20mutation%20affects%20filamentous%20growth%3B%20induced%20by%20Mnl1%20under%20weak%20acid%20stress"	970	843	0	1115	937	1035	0	1847	1058	1049	1264	650	0	1003	877	990	0	1267	866	1399	1018	699	797	862	1064	0	945	938	1206	1085	879	743	1064	1028	1265	0	0	1243	998	1351	978	997	811	0
"CR_09880W_A"	"Ca22chrRA_C_albicans_SC5314"	2106063	2108726	"+"	2664	"CR_09880W_A"	"DEF1"	"%28orf19.7561%29%20RNA%20polymerase%20II%20regulator%3B%20role%20in%20filamentation%2C%20epithelial%20cell%20escape%2C%20dissemination%20in%20RHE%20model%3B%20induced%20by%20fluconazole%2C%20high%20cell%20density%3B%20Efg1%2Fhyphal%20regulated%3B%20role%20in%20adhesion%2C%20hyphal%20growth%20on%20solid%20media%3B%20Spider%20biofilm%20induced"	20164	20103	0	22720	50882	18773	0	48771	28259	31275	44076	12385	0	19833	45263	24911	0	55239	33852	60081	58252	13410	35983	17076	42218	1	37467	17107	45530	42086	22606	14422	27879	27026	32060	0	0	44045	31049	56934	20905	43092	20344	1
"CR_09890C_A"	"Ca22chrRA_C_albicans_SC5314"	2112885	2113910	"-"	1026	"CR_09890C_A"	"BET2"	"%28orf19.7563%29%20Putative%20Type%20II%20geranylgeranyltransferase%20beta%20subunit%3B%20transcript%20regulated%20by%20Mig1"	739	572	0	579	1165	481	0	2132	713	792	1268	532	0	789	1104	548	0	1473	1368	1551	1359	616	1220	582	1330	0	1390	528	1271	1395	644	609	631	1230	1423	0	0	1271	759	1544	620	1318	872	0
"CR_09900C_A"	"Ca22chrRA_C_albicans_SC5314"	2114184	2116310	"-"	2127	"CR_09900C_A"	"DPB2"	"%28orf19.7564%29%20Probable%20subunit%20of%20DNA%20polymerase%20II%20%28DNA%20polymerase%20epsilon%29%2C%20similar%20to%20S.%20cerevisiae%20Dpb2p%3B%20essential%20for%20viability%3B%20rat%20catheter%20biofilm%20induced"	246	529	0	365	814	377	0	1061	599	559	521	522	0	254	719	276	0	773	1352	868	803	603	1159	596	1036	0	1328	602	470	1121	191	538	196	553	736	0	0	490	554	741	223	1114	257	0
"CR_09910W_A"	"Ca22chrRA_C_albicans_SC5314"	2118630	2120327	"+"	1698	"CR_09910W_A"	"GNP3"	"%28orf19.7565%29%20Putative%20high-affinity%20glutamine%20permease%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29"	838	436	0	880	586	801	0	1840	709	785	1310	302	0	736	674	810	0	1003	564	978	742	362	574	416	918	0	588	470	1243	872	908	392	1057	1055	1171	0	0	1334	765	1073	1075	861	654	0
"CR_09920W_A"	"Ca22chrRA_C_albicans_SC5314"	2122776	2124491	"+"	1716	"CR_09920W_A"	NA	"%28orf19.7566%29%20Predicted%20amino%20acid%20transport%20domain%3B%20transcript%20upregulated%20in%20clinical%20strains%20from%20HIV%2B%20patients%20with%20oral%20candidiasis%3B%20alkaline%20upregulated%20by%20Rim101%3B%20rat%20catheter%2C%20Spider%20and%20flow%20model%20biofilm%20induced"	26837	1102	0	15943	2208	14771	0	38931	9928	12141	31512	738	1	23119	2195	14146	1	7642	1393	6229	2510	847	1374	1206	5630	0	1418	1279	30257	6392	22102	884	26149	21364	24982	0	0	29712	12235	8527	24779	5114	20239	1
"CR_09930W_A"	"Ca22chrRA_C_albicans_SC5314"	2125325	2126614	"+"	1290	"CR_09930W_A"	NA	"%28orf19.7567%29%20Protein%20of%20unknown%20function%3B%20induced%20by%20alpha%20pheromone%20in%20SpiderM%20medium"	646	343	0	827	723	711	0	1294	1025	1227	896	266	0	638	728	723	0	1208	626	1030	847	321	720	391	1296	0	678	427	881	1037	672	346	618	749	854	0	0	820	1217	1239	628	1011	651	0
"CR_09940W_A"	"Ca22chrRA_C_albicans_SC5314"	2126919	2127764	"+"	846	"CR_09940W_A"	NA	"%28orf19.7568%29%20Ortholog%20of%20S.%20cerevisiae%20%3A%20SPS4%2C%20C.%20glabrata%20CBS138%20%3A%20CAGL0I09834g%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_35035%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_200810%20and%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_112327"	21	44	0	33	31	39	0	40	47	46	23	23	0	23	15	39	0	29	29	41	34	33	27	42	65	0	22	46	19	53	20	26	12	23	23	0	0	28	29	31	17	48	24	0
"CR_09950C_A"	"Ca22chrRA_C_albicans_SC5314"	2127986	2129536	"-"	1551	"CR_09950C_A"	"SIK1"	"%28orf19.7569%29%20Putative%20U3%20snoRNP%20protein%3B%20Hap43p-induced%20gene%3B%20physically%20interacts%20with%20TAP-tagged%20Nop1p"	5056	6827	0	5093	3925	4680	0	10633	3745	3460	5599	6668	0	4768	4150	5364	0	5392	4635	6001	4252	6786	3714	7298	4729	0	4499	7965	5069	4598	4283	6968	4664	6161	7085	0	0	4987	3369	5775	4763	5114	4601	0
"CR_09960C_A"	"Ca22chrRA_C_albicans_SC5314"	2129808	2132219	"-"	2412	"CR_09960C_A"	"UGA3"	"%28orf19.7570%29%20Zn%28II%292Cys6%20transcription%20factor%3B%20required%20for%20utilization%20of%20gamma-aminobutyrate%20%28GABA%29%20as%20a%20nitrogen%20source%3B%20mutants%20display%20decreased%20CFU%20in%20mouse%20kidneys%3B%20Spider%20biofilm%20induced"	4665	469	0	2449	1077	2245	0	4345	2597	2282	5224	403	0	4160	911	2131	0	1575	878	1749	1196	428	837	472	1536	0	995	533	5093	1518	6557	433	7296	2707	2886	0	0	4880	2372	1488	6647	1402	3548	0
"CR_09970W_A"	"Ca22chrRA_C_albicans_SC5314"	2133546	2134433	"+"	888	"CR_09970W_A"	"UBC4"	"%28orf19.7571%29%20Ortholog%28s%29%20have%20protein%20binding%2C%20bridging%2C%20ubiquitin%20binding%2C%20ubiquitin%20conjugating%20enzyme%20activity"	3766	2132	0	2119	1469	1911	0	5237	1988	1819	2922	2277	0	3657	1354	1964	0	1821	1845	1773	1609	2761	1692	2359	1828	0	1883	2530	2994	1775	3856	2381	3914	3091	3295	0	0	2948	1883	1907	3902	1846	3623	0
"CR_09980W_A"	"Ca22chrRA_C_albicans_SC5314"	2135208	2139131	"+"	3924	"CR_09980W_A"	"SPT7"	"%28orf19.7572%29%20Putative%20SAGA%20transcriptional%20regulatory%20complex%20subunit%3B%20mutation%20confers%20hypersensitivity%20to%20toxic%20ergosterol%20analog%2C%20and%20to%20amphotericin%20B"	1078	781	0	1263	960	1237	0	1571	1361	1163	1299	813	0	1073	888	1133	0	1009	949	959	932	924	896	830	948	0	981	850	1178	967	1130	863	1329	925	1113	0	0	1249	1183	945	1284	967	873	0
"CR_09990W_A"	"Ca22chrRA_C_albicans_SC5314"	2139765	2144084	"+"	4320	"CR_09990W_A"	NA	"%28orf19.7574%29%20Ortholog%28s%29%20have%20ubiquitin%20ligase%20complex%20localization"	710	793	0	753	941	724	0	1268	745	660	811	570	0	671	829	785	0	1028	840	1020	944	686	859	705	867	0	893	766	784	834	711	687	777	708	851	0	0	794	666	998	885	937	593	0
"CR_10000C_A"	"Ca22chrRA_C_albicans_SC5314"	2144187	2144645	"-"	459	"CR_10000C_A"	NA	"%28orf19.7576%29%20Ortholog%20of%20S.%20pombe%20atl1%20alkyltransferase-like%20protein%3B%20mutants%20are%20viable%3B%20Spider%20biofilm%20induced"	256	100	0	301	199	258	0	385	331	316	306	94	0	234	218	243	0	267	172	239	231	100	170	119	247	0	159	93	302	259	262	108	268	239	266	0	0	295	297	262	284	225	219	0
"CR_10010C_A"	"Ca22chrRA_C_albicans_SC5314"	2144900	2146207	"-"	1308	"CR_10010C_A"	"MSS51"	"%28orf19.7577%29%20Putative%20mRNA%20maturation%20factor%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29"	1622	2194	0	1970	2008	1882	0	2667	2001	1890	1485	1802	0	1653	2018	2019	0	2041	1929	2145	2090	2035	1901	2138	1854	0	2091	2368	1380	1698	1339	1964	1420	1713	1826	0	0	1270	1935	2160	1463	1823	1650	0
"CR_10020C_A"	"Ca22chrRA_C_albicans_SC5314"	2146647	2147423	"-"	777	"CR_10020C_A"	NA	"%28orf19.7578%29%20Ortholog%28s%29%20have%20oligosaccharide%20binding%20activity%20and%20role%20in%20endoplasmic%20reticulum%20unfolded%20protein%20response%2C%20retrograde%20protein%20transport%2C%20ER%20to%20cytosol%2C%20ubiquitin-dependent%20glycoprotein%20ERAD%20pathway"	263	185	0	150	342	163	0	616	183	246	287	128	0	257	277	148	0	314	283	279	324	171	316	154	228	0	340	150	268	284	227	127	199	359	433	0	0	291	203	316	206	273	342	0
"CR_10030W_A"	"Ca22chrRA_C_albicans_SC5314"	2147924	2149489	"+"	1566	"CR_10030W_A"	"FGR34"	"%28orf19.7579%29%20Protein%20lacking%20an%20ortholog%20in%20S.%20cerevisiae%3B%20transposon%20mutation%20affects%20filamentous%20growth"	518	858	0	593	993	569	0	1428	626	676	589	605	0	607	949	589	0	1003	974	882	1046	704	953	790	782	0	986	863	561	895	433	741	437	738	929	0	0	613	654	1030	519	857	531	0
"CR_10040W_A"	"Ca22chrRA_C_albicans_SC5314"	2149779	2150093	"+"	315	"CR_10040W_A"	NA	"%28orf19.7580%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_35095%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_200710%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_112338%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2G06094g"	190	328	0	185	317	196	0	443	216	222	209	367	0	213	320	182	0	225	282	198	301	432	338	336	284	0	318	371	187	240	193	380	125	295	252	0	0	197	176	248	147	327	189	0
"CR_10060W_A"	"Ca22chrRA_C_albicans_SC5314"	2150598	2152013	"+"	1416	"CR_10060W_A"	NA	"%28orf19.7581%29%20Protein%20with%20a%20predicted%20role%20in%20assembly%20of%20U2%20snRNP%20into%20the%20spliceosome%3B%20Spider%20biofilm%20induced"	1604	1322	0	1865	1757	1621	0	2138	1973	1951	1789	1211	0	1652	1604	1897	0	1893	1384	1895	1838	1338	1288	1385	1823	0	1419	1519	1660	1671	1909	1337	1668	1331	1507	0	0	1695	2067	1868	1856	1757	1571	0
"CR_10070C_A"	"Ca22chrRA_C_albicans_SC5314"	2152028	2154073	"-"	2046	"CR_10070C_A"	"ZCF39"	"%28orf19.7583%29%20Zn%28II%292Cys6%20transcription%20factor%3B%20mutants%20are%20viable%3B%20filament%20induced%3B%20required%20for%20yeast%20cell%20adherence%20to%20silicone%20substrate%3B%20Spider%20biofilm%20induced"	2318	1877	0	1380	1391	1411	0	3942	1403	1344	2533	1690	0	2608	1318	1443	0	1553	1353	1614	1323	1836	1320	2001	1296	0	1386	2083	2243	1359	2227	1726	2171	2347	2670	0	0	2197	1301	1456	2485	1370	2486	0
"CR_10100C_A"	"Ca22chrRA_C_albicans_SC5314"	2155482	2157044	"-"	1563	"CR_10100C_A"	"INO1"	"%28orf19.7585%29%20Inositol-1-phosphate%20synthase%3B%20antigenic%20in%20human%3B%20repressed%20by%20farnesol%20in%20biofilm%20or%20by%20caspofungin%3B%20upstream%20inositol%2Fcholine%20regulatory%20element%3B%20glycosylation%20predicted%3B%20rat%20catheter%2C%20flow%20model%20induced%3B%20Spider%20biofilm%20repressed"	3807	57	0	334	35	407	0	2302	150	114	2343	36	0	2615	39	280	0	87	22	95	33	42	20	72	67	0	20	66	1836	52	5045	43	5039	1419	1536	0	0	2015	153	64	8059	65	1557	0
"CR_10110W_A"	"Ca22chrRA_C_albicans_SC5314"	2161683	2163386	"+"	1704	"CR_10110W_A"	"CHT3"	"%28orf19.7586%29%20Major%20chitinase%3B%20secreted%3B%20functional%20homolog%20of%20S.%20cerevisiae%20Cts1p%3B%204%20N-glycosylation%20motifs%3B%20possible%20O-mannosylation%3B%20putative%20signal%20peptide%3B%20hyphal-repressed%3B%20farnesol%20upregulated%20in%20biofilm%3B%20regulated%20by%20Efg1p%2C%20Cyr1p%2C%20Ras1p"	385	1825	0	2060	884	1822	0	977	2486	2233	189	1241	0	356	959	2013	0	541	2503	521	1086	1573	2468	2213	1221	0	2585	2166	207	1252	361	1506	507	631	535	0	0	203	2179	595	640	1277	283	0
"CR_10120C_A"	"Ca22chrRA_C_albicans_SC5314"	2163621	2164442	"-"	822	"CR_10120C_A"	NA	"%28orf19.7588%29%20Ortholog%20of%20S.%20cerevisiae%20%3A%20RRG7%2C%20C.%20glabrata%20CBS138%20%3A%20CAGL0I09680g%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_35140%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_200670%20and%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_117734"	148	222	0	188	209	188	0	425	263	193	200	233	0	136	254	151	0	270	316	355	268	259	285	222	306	0	321	236	204	306	136	214	136	256	248	0	0	182	216	275	151	315	132	0
"CR_10130W_A"	"Ca22chrRA_C_albicans_SC5314"	2164549	2165283	"+"	735	"CR_10130W_A"	NA	"%28orf19.7589%29%20Protein%20of%20unknown%20function%3B%20Hap43-repressed%20gene%3B%20transcript%20induced%20by%20elevated%20CO2"	478	363	0	443	805	413	0	1017	526	581	610	353	0	471	754	420	0	802	931	733	879	420	881	320	832	0	913	356	497	747	431	376	379	603	653	0	0	584	539	749	504	774	476	0
"CR_10140W_A"	"Ca22chrRA_C_albicans_SC5314"	2165844	2168006	"+"	2163	"CR_10140W_A"	NA	"%28orf19.7590%29%20Putative%20NADH-ubiquinone%20oxidoreductase%3B%20identified%20in%20detergent-resistant%20membrane%20fraction%20%28possible%20lipid%20raft%20component%29%3B%20predicted%20N-terminal%20acetylation%3B%20repressed%20by%20nitric%20oxide"	3256	1780	0	2708	3358	2615	1	4233	2954	3087	2952	1727	0	3385	3153	2844	0	4260	3924	4409	3615	1955	3608	1742	4014	0	4018	1851	2691	4035	2357	1912	2355	2381	3089	0	0	2652	3079	4534	2687	4186	3571	0
"CR_10160W_A"	"Ca22chrRA_C_albicans_SC5314"	2172466	2174556	"+"	2091	"CR_10160W_A"	"FAA4"	"%28orf19.7592%29%20Acyl%20CoA%20synthase%20involved%20in%20uptake%20of%20long-chain%20fatty%20acids%20and%20biofilm%20formation"	8837	5826	0	9907	5879	9044	0	19109	7936	6985	12833	4626	0	9936	5814	10053	2	10553	4540	10800	6591	5133	4218	5674	7395	0	4630	6345	11985	7271	9533	5143	9415	10716	12776	0	1	12195	7142	10475	9666	7634	10048	0
"CR_10170C_A"	"Ca22chrRA_C_albicans_SC5314"	2174773	2176227	"-"	1455	"CR_10170C_A"	NA	"%28orf19.7593%29%20Putative%20asparaginase%3B%20predicted%20role%20in%20asparagine%20catabolism%3B%20Spider%20biofilm%20induced"	1160	1083	0	1193	914	1103	0	2528	1134	1006	1442	938	0	1096	1003	1180	0	1327	1229	1329	1084	982	1074	1073	1252	0	1203	1208	1299	1227	837	933	1023	1509	1679	0	0	1295	989	1129	1012	1313	951	0
"CR_10180W_A"	"Ca22chrRA_C_albicans_SC5314"	2176706	2177347	"+"	642	"CR_10180W_A"	NA	"%28orf19.7594%29%20Protein%20of%20unknown%20function%3B%20Spider%20biofilm%20induced"	116	110	0	142	212	139	0	367	202	207	208	109	0	127	195	155	0	223	249	195	211	109	226	105	236	0	252	112	206	246	109	93	116	176	260	0	0	186	170	188	164	278	110	0
"CR_10190C_A"	"Ca22chrRA_C_albicans_SC5314"	2177405	2178733	"-"	1329	"CR_10190C_A"	NA	"%28orf19.7595%29%20Has%20domain%28s%29%20with%20predicted%20dynactin%20complex%20localization"	281	383	0	382	522	318	0	797	494	515	392	264	0	268	525	327	0	580	582	579	632	267	554	285	549	0	586	293	375	622	268	224	287	426	471	0	0	388	453	543	290	659	230	0
"CR_10200W_A"	"Ca22chrRA_C_albicans_SC5314"	2179388	2180371	"+"	984	"CR_10200W_A"	NA	"%28orf19.7596%29%20Protein%20with%20a%20phosphoglycerate%20mutase%20family%20domain%3B%20Hap43-repressed%20gene"	140	47	0	147	141	122	0	94	119	142	24	22	0	128	114	116	0	57	183	51	130	21	153	33	56	0	176	57	27	79	59	29	63	64	64	0	0	40	141	60	81	56	114	0
"CR_10210W_A"	"Ca22chrRA_C_albicans_SC5314"	2180905	2181852	"+"	948	"CR_10210W_A"	"PGA12"	"%28orf19.7597%29%20Putative%20GPI-anchored%20protein"	4	2	0	3	5	4	0	10	4	7	1	0	0	6	2	6	0	2	1	3	5	5	4	1	1	0	0	5	1	1	0	4	3	2	0	0	0	0	2	2	3	2	7	0
"CR_10230W_A"	"Ca22chrRA_C_albicans_SC5314"	2182766	2184085	"+"	1320	"CR_10230W_A"	NA	"%28orf19.7598%29%20Ortholog%28s%29%20have%20histone%20acetyltransferase%20activity%2C%20role%20in%20histone%20acetylation%2C%20replication-born%20double-strand%20break%20repair%20via%20sister%20chromatid%20exchange%20and%20Ada2%2FGcn5%2FAda3%20transcription%20activator%20complex%20localization"	925	786	0	960	797	854	0	1627	1230	1223	1048	630	0	994	724	879	0	876	743	837	828	704	766	879	1018	0	702	889	1006	856	1084	735	1090	957	955	0	0	988	1231	939	1069	898	860	0
"CR_10240W_A"	"Ca22chrRA_C_albicans_SC5314"	2184322	2186232	"+"	1911	"CR_10240W_A"	"UTP5"	"%28orf19.7599%29%20Putative%20U3%20snoRNA-associated%20protein%3B%20Hap43p-induced%20gene%3B%20mutation%20confers%20resistance%20to%205-fluorocytosine%20%285-FC%29%2C%205-fluorouracil%20%285-FU%29%2C%20and%20tubercidin%20%287-deazaadenosine%29%3B%20physically%20interacts%20with%20TAP-tagged%20Nop1p"	2317	4274	0	3626	2797	3163	0	4413	2836	2547	2548	4003	0	2144	2845	3486	0	3474	2860	3832	2986	4293	2508	4943	3223	0	2624	5151	2445	2831	2104	4273	2632	2545	3068	0	0	2498	2459	3519	2487	3031	1915	1
"CR_10250C_A"	"Ca22chrRA_C_albicans_SC5314"	2186349	2187698	"-"	1350	"CR_10250C_A"	"FDH3"	"%28orf19.7600%29%20Glutathione-dependent%20formaldehyde%20dehydrogenase%3B%20glycine%20catabolism%3B%20repressed%20by%20Efg1%20in%20yeast%2C%20not%20hyphal%20growth%20conditions%3B%20induced%20by%20Mnl1%20under%20weak%20acid%20stress%3B%20Spider%20biofilm%20repressed"	1866	3829	0	1323	3649	1255	0	5235	1861	2170	1580	2756	0	2195	3689	1711	0	2512	4386	2406	3988	3251	4645	3902	3361	0	4580	4315	1653	2991	1400	3625	1283	2993	3216	0	0	1669	2035	2414	1426	2903	2337	0
"CR_10260W_A"	"Ca22chrRA_C_albicans_SC5314"	2188415	2189230	"+"	816	"CR_10260W_A"	NA	"%28orf19.7601%29%20Putative%20mitochondrial%202%27%20O-ribose%20methyltransferase%3B%20predicted%20role%20in%20methylation%20of%20U%282791%29%20in%2021S%20rRNA%3B%20Spider%20biofilm%20induced"	364	382	0	326	347	321	0	992	300	308	517	402	0	364	318	292	0	459	387	429	404	450	370	425	438	0	412	474	461	463	384	437	425	560	628	0	0	489	319	492	426	397	406	0
"CR_10270C_A"	"Ca22chrRA_C_albicans_SC5314"	2189291	2190331	"-"	1041	"CR_10270C_A"	"AHA1"	"%28orf19.7602%29%20Putative%20Hsp90p%20co-chaperone%3B%20Hap43-repressed%3B%20heavy%20metal%20%28cadmium%29%20stress-induced%3B%20oxidative%20stress-induced%20via%20Cap1%3B%20rat%20catheter%20biofilm%20induced%3B%20flow%20model%20biofilm%20repressed"	2322	772	0	1074	1005	940	0	1334	1150	1234	727	745	0	2178	987	915	0	1104	1117	1039	990	936	1164	883	1292	0	1179	892	744	1097	2233	869	2366	880	866	0	0	651	1187	1105	2137	1140	1859	0
"CR_10280W_A"	"Ca22chrRA_C_albicans_SC5314"	2190995	2191321	"+"	327	"CR_10280W_A"	NA	"%28orf19.7603%29%20Protein%20with%20a%20predicted%20role%20in%20cytochrome%20c%20oxidase%20assembly%3B%20rat%20catheter%20biofilm%20induced"	572	251	0	447	394	413	0	807	448	401	436	262	0	646	321	381	0	368	366	358	393	288	372	275	409	0	418	318	428	368	658	301	647	470	480	0	0	427	402	391	648	354	521	0
"CR_10290C_A"	"Ca22chrRA_C_albicans_SC5314"	2191398	2195222	"-"	3825	"CR_10290C_A"	NA	"%28orf19.7604%29%20Ortholog%28s%29%20have%20Rab%20guanyl-nucleotide%20exchange%20factor%20activity"	660	677	0	491	992	466	0	1320	722	667	848	615	0	688	895	517	0	979	1103	1006	948	717	979	656	918	0	1011	660	778	879	577	766	591	775	955	0	0	681	699	1005	645	905	630	0
"CR_10300W_A"	"Ca22chrRA_C_albicans_SC5314"	2195626	2196444	"+"	819	"CR_10300W_A"	"PUP1"	"%28orf19.7605%29%20Putative%20beta%202%20subunit%20of%20the%2020S%20proteasome%3B%20macrophage%2Fpseudohyphal-repressed%3B%20Spider%20biofilm%20repressed"	1513	2105	0	1464	1738	1327	0	3573	1791	2331	1612	1507	0	1651	1704	1648	0	1826	1731	1679	1989	1691	1803	2287	1864	0	1829	2288	1607	1763	1668	1798	1618	1951	2033	0	0	1681	1912	1957	1539	1663	1833	0
"CR_10310W_A"	"Ca22chrRA_C_albicans_SC5314"	2197472	2197963	"+"	492	"CR_10310W_A"	NA	"%28orf19.7606%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_35262%2C%20Candida%20tropicalis%20MYA-3404%20%3A%20CTRG_05848%20and%20Candida%20albicans%20WO-1%20%3A%20CAWG_02290"	20	30	0	17	26	12	0	64	18	25	24	19	0	25	30	26	0	25	31	41	22	25	39	25	26	0	42	38	25	29	13	31	11	24	33	0	0	13	23	36	16	36	14	0
